0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
-2.08433	2.83746	0.115674	48.8038	98.6732	1262.5	
1.35299	0.502173	0.143556	10.1153	-43.0677	210.223	
1.36452	0.501734	0.143462	10.0325	-43.1411	210.09	
1.37595	0.502962	0.143499	9.99905	-43.2078	209.986	
1.38714	0.502741	0.143647	9.91484	-43.2655	209.931	
1.39792	0.500188	0.143902	9.75199	-43.3119	209.932	
1.40574	0.529104	0.143171	10.633	-43.3041	210.418	
1.40851	0.591079	0.141206	12.644	-43.2231	211.469	
1.40706	0.672922	0.138645	15.3868	-43.1047	212.588	
1.40153	0.822814	0.134726	20.4908	-42.9541	213.777	
1.39378	0.913176	0.132759	23.7544	-42.8049	214.692	
1.26669	0.795111	0.125005	20.4387	-38.7317	205.342	
0.934036	0.595977	0.102222	14.611	-27.7127	187.509	
0.708835	0.493684	0.0858787	11.6754	-20.3051	175.992	
0.550334	0.439331	0.0738842	10.1541	-15.1433	168.224	
0.435605	0.409352	0.0649455	9.33944	-11.4552	162.814	
0.351021	0.392201	0.0582204	8.88778	-8.78006	158.966	
0.287999	0.382086	0.0531339	8.6291	-6.8263	156.198	
0.240827	0.376012	0.049278	8.47706	-5.39964	154.203	
0.205523	0.372365	0.0463556	8.38635	-4.36459	152.772	
0.179213	0.370233	0.0441454	8.33218	-3.62351	151.76	
0.159771	0.369077	0.0424809	8.30039	-3.10434	151.061	
0.145597	0.368558	0.0412355	8.28252	-2.75315	150.596	
0.135476	0.368458	0.0403128	8.27332	-2.52916	150.308	
0.128479	0.368633	0.0396391	8.26945	-2.40142	150.151	
0.123893	0.368983	0.0391579	8.26874	-2.34633	150.094	
0.121169	0.369442	0.038826	8.26979	-2.3459	150.109	
0.119884	0.369962	0.0386104	8.27168	-2.3864	150.179	
0.119713	0.370512	0.0384854	8.27385	-2.45737	150.289	
0.120403	0.371073	0.0384317	8.27594	-2.5508	150.428	
0.121759	0.371629	0.0384341	8.27777	-2.6606	150.587	
0.123627	0.372173	0.038481	8.27924	-2.78213	150.76	
0.125892	0.372699	0.0385635	8.28035	-2.91183	150.942	
0.128458	0.373207	0.0386744	8.28109	-3.04697	151.131	
0.131254	0.373694	0.0388083	8.28153	-3.1855	151.323	
0.134223	0.374161	0.0389608	8.28171	-3.32582	151.517	
0.137318	0.374609	0.0391284	8.2817	-3.46673	151.71	
0.140503	0.37504	0.0393084	8.28156	-3.60728	151.902	
0.143749	0.375454	0.0394984	8.28135	-3.74678	152.093	
0.147033	0.375854	0.0396966	8.28112	-3.88468	152.28	
0.150335	0.376242	0.0399015	8.28092	-4.02056	152.465	
0.153639	0.376617	0.0401116	8.2808	-4.15411	152.646	
0.156934	0.376983	0.040326	8.28079	-4.28512	152.824	
0.160208	0.377339	0.0405436	8.28092	-4.41338	152.999	
0.163453	0.377688	0.0407636	8.28121	-4.5388	153.169	
0.166662	0.37803	0.0409854	8.28167	-4.66127	153.336	
0.16983	0.378365	0.0412082	8.28233	-4.78075	153.498	
0.17295	0.378695	0.0414315	8.28319	-4.8972	153.657	
0.176021	0.37902	0.0416549	8.28426	-5.01063	153.812	
0.179038	0.37934	0.0418779	8.28554	-5.12102	153.964	
0.181999	0.379657	0.0421001	8.28702	-5.2284	154.111	
0.184903	0.379969	0.0423212	8.28872	-5.33281	154.255	
0.187748	0.380278	0.0425409	8.29062	-5.43427	154.395	
0.190533	0.380584	0.0427588	8.29271	-5.53283	154.531	
0.193257	0.380886	0.0429748	8.29499	-5.62855	154.664	
0.19592	0.381186	0.0431887	8.29745	-5.72146	154.794	
0.198522	0.381482	0.0434001	8.30009	-5.81165	154.92	
0.201062	0.381775	0.0436091	8.30288	-5.89915	155.043	
0.203542	0.382065	0.0438154	8.30583	-5.98405	155.162	
0.205962	0.382352	0.0440189	8.30891	-6.06639	155.278	
0.208322	0.382636	0.0442196	8.31213	-6.14625	155.392	
0.210624	0.382917	0.0444172	8.31547	-6.22369	155.502	
0.212866	0.383194	0.0446117	8.31892	-6.29877	155.609	
0.215052	0.383469	0.0448031	8.32247	-6.37156	155.713	
0.217181	0.38374	0.0449914	8.32611	-6.44213	155.815	
0.219255	0.384008	0.0451763	8.32982	-6.51053	155.913	
0.221274	0.384272	0.045358	8.33361	-6.57684	156.009	
0.22324	0.384533	0.0455364	8.33746	-6.6411	156.103	
0.225155	0.384791	0.0457115	8.34136	-6.70339	156.193	
0.227018	0.385045	0.0458832	8.34531	-6.76377	156.282	
0.228831	0.385295	0.0460516	8.34929	-6.82229	156.368	
0.230595	0.385542	0.0462167	8.35329	-6.87901	156.451	
0.232312	0.385784	0.0463785	8.35732	-6.93398	156.533	
0.233982	0.386024	0.0465369	8.36136	-6.98726	156.612	
0.235607	0.386259	0.0466921	8.36541	-7.03891	156.689	
0.237188	0.38649	0.046844	8.36946	-7.08898	156.764	
0.238725	0.386718	0.0469926	8.37351	-7.13751	156.836	
0.240221	0.386942	0.0471381	8.37754	-7.18455	156.907	
0.241676	0.387162	0.0472803	8.38156	-7.23016	156.976	
0.243091	0.387378	0.0474195	8.38556	-7.27438	157.043	
0.244467	0.38759	0.0475555	8.38954	-7.31725	157.108	
0.245805	0.387799	0.0476884	8.39349	-7.35882	157.171	
0.247107	0.388003	0.0478183	8.3974	-7.39912	157.233	
0.248373	0.388204	0.0479453	8.40128	-7.4382	157.293	
0.249604	0.388401	0.0480693	8.40513	-7.4761	157.351	
0.250801	0.388593	0.0481904	8.40893	-7.51286	157.408	
0.251965	0.388783	0.0483087	8.41269	-7.54851	157.463	
0.253098	0.388968	0.0484241	8.4164	-7.58308	157.517	
0.254199	0.389149	0.0485369	8.42007	-7.61663	157.569	
0.25527	0.389327	0.0486469	8.42369	-7.64917	157.62	
0.256312	0.389501	0.0487542	8.42725	-7.68073	157.669	
0.257325	0.389672	0.048859	8.43077	-7.71136	157.717	
0.25831	0.389839	0.0489612	8.43423	-7.74107	157.764	
0.259268	0.390002	0.0490609	8.43763	-7.7699	157.809	
0.2602	0.390162	0.0491581	8.44099	-7.79789	157.854	
0.261106	0.390318	0.049253	8.44428	-7.82503	157.897	
0.261987	0.390471	0.0493454	8.44752	-7.85139	157.938	
0.262845	0.39062	0.0494356	8.45069	-7.87697	157.979	
0.263679	0.390766	0.0495235	8.45382	-7.90179	158.019	
0.26449	0.390909	0.0496092	8.45688	-7.9259	158.057	
0.265279	0.391048	0.0496927	8.45989	-7.94929	158.095	
0.266046	0.391185	0.0497741	8.46284	-7.97201	158.131	
0.266793	0.391318	0.0498534	8.46573	-7.99406	158.167	
0.267519	0.391448	0.0499307	8.46856	-8.01547	158.201	
0.268225	0.391575	0.050006	8.47134	-8.03627	158.235	
0.268912	0.391699	0.0500794	8.47405	-8.05646	158.268	
0.269581	0.39182	0.0501509	8.47672	-8.07607	158.3	
0.270231	0.391938	0.0502206	8.47932	-8.09512	158.331	
0.270864	0.392053	0.0502884	8.48187	-8.11362	158.361	
0.271479	0.392166	0.0503545	8.48436	-8.13159	158.39	
0.272078	0.392275	0.0504188	8.4868	-8.14904	158.419	
0.27266	0.392383	0.0504815	8.48919	-8.166	158.446	
0.273227	0.392487	0.0505425	8.49152	-8.18247	158.473	
0.273778	0.392589	0.0506019	8.4938	-8.19847	158.5	
0.274315	0.392688	0.0506598	8.49602	-8.21403	158.525	
0.274837	0.392785	0.0507161	8.4982	-8.22913	158.55	
0.275345	0.39288	0.050771	8.50032	-8.24382	158.575	
0.275839	0.392972	0.0508244	8.5024	-8.25808	158.598	
0.27632	0.393062	0.0508764	8.50442	-8.27195	158.621	
0.276788	0.39315	0.050927	8.5064	-8.28542	158.643	
