0.888084	-0.0239067	0.458411	-0.0243929	
0.888224	-0.0237332	0.458132	-0.0246957	
0.888363	-0.0235494	0.457856	-0.0249961	
0.888501	-0.0233545	0.457582	-0.0252922	
0.888637	-0.0231479	0.457312	-0.0255831	
0.888771	-0.0229289	0.457046	-0.0258685	
0.888904	-0.0226976	0.456784	-0.0261497	
0.889034	-0.0224538	0.456527	-0.0264276	
0.889161	-0.0221974	0.456275	-0.0267026	
0.889286	-0.0219286	0.456029	-0.026975	
0.889407	-0.0216471	0.455789	-0.027245	
0.889526	-0.0213531	0.455555	-0.0275125	
0.889642	-0.0210465	0.455328	-0.0277776	
0.889753	-0.0207274	0.455107	-0.0280402	
0.889862	-0.020396	0.454894	-0.0283002	
0.889966	-0.0200525	0.454689	-0.0285574	
0.890067	-0.0196971	0.454491	-0.0288117	
0.890164	-0.01933	0.454302	-0.029063	
0.890256	-0.0189513	0.454121	-0.029311	
0.890344	-0.0185613	0.453949	-0.0295558	
0.890427	-0.0181602	0.453787	-0.0297971	
0.890505	-0.0177484	0.453635	-0.0300347	
0.890579	-0.017339	0.453489	-0.0302666	
0.89065	-0.0169285	0.453351	-0.0304921	
0.890715	-0.0165151	0.453222	-0.0307108	
0.890777	-0.0160983	0.453102	-0.0309221	
0.890833	-0.015678	0.452992	-0.0311254	
0.890885	-0.0152543	0.45289	-0.0313205	
0.890933	-0.0148278	0.452798	-0.0315067	
0.890976	-0.0143986	0.452715	-0.0316839	
0.891013	-0.0139665	0.452643	-0.0318519	
0.891046	-0.0135316	0.452581	-0.0320106	
0.891073	-0.0130945	0.452529	-0.0321596	
0.891095	-0.0126556	0.452488	-0.0322986	
0.891112	-0.0122155	0.452459	-0.0324272	
0.891123	-0.011775	0.452439	-0.0325452	
0.891129	-0.0113347	0.452431	-0.0326521	
0.89113	-0.0108951	0.452434	-0.0327477	
0.891126	-0.0104569	0.452447	-0.0328318	
0.891116	-0.0100207	0.45247	-0.0329041	
0.891101	-0.00958704	0.452505	-0.0329644	
0.891081	-0.00915669	0.452549	-0.0330122	
0.891056	-0.00873076	0.452604	-0.033047	
0.891027	-0.00830979	0.452668	-0.0330679	
0.890994	-0.00789421	0.452741	-0.0330745	
0.890955	-0.00748438	0.452823	-0.0330661	
0.890913	-0.00708065	0.452915	-0.0330421	
0.890867	-0.00668338	0.453015	-0.0330018	
0.890816	-0.00629304	0.453124	-0.0329443	
0.890762	-0.0059101	0.453241	-0.0328687	
0.890706	-0.00553606	0.453364	-0.0327729	
0.883383	0.00674152	0.468358	-0.0151802	
0.883219	0.00680529	0.468678	-0.0148045	
0.883056	0.00686049	0.468995	-0.0144347	
0.882895	0.00690705	0.469308	-0.0140708	
0.882736	0.00694492	0.469618	-0.0137131	
0.882578	0.00697406	0.469925	-0.0133617	
0.882422	0.00699443	0.470227	-0.0130167	
0.882267	0.007006	0.470526	-0.0126782	
0.882114	0.00700875	0.470821	-0.0123464	
0.881964	0.00700269	0.471112	-0.0120213	
0.881815	0.00698779	0.471399	-0.0117031	
0.881668	0.00696407	0.471682	-0.0113918	
0.881522	0.00693155	0.471961	-0.0110875	
0.881379	0.00689024	0.472236	-0.0107902	
0.881238	0.00684019	0.472506	-0.0104999	
0.8811	0.00678142	0.472772	-0.0102168	
0.880963	0.00671398	0.473034	-0.00994075	
0.880828	0.00663794	0.473291	-0.00967185	
0.880696	0.00655335	0.473544	-0.00941008	
0.880565	0.00646029	0.473792	-0.00915544	
0.880437	0.00635883	0.474036	-0.00890791	
0.880311	0.00624905	0.474276	-0.00866747	
