0.0159607	-0.0102564	0.0951668	-0.13099	1.04876	-0.074471	1.13233	-0.109508	-1.60833	0.0968677	-0.0363685	0.0862269	0.259334	0.0558802	-1.56037	-0.0026212	-0.00440959	0.191414	-0.142209	-0.0140367	-1.70625	-0.00370361	-0.0293253	-0.10006	0.203605	-0.105555	-1.61141	0.148533	0.0635571	0.133797	
0.0158735	-0.0102119	0.0953106	-0.131452	1.04929	-0.074528	1.13133	-0.109753	-1.60875	0.097063	-0.0368183	0.085054	0.260072	0.0571807	-1.56007	-0.00358671	-0.00447322	0.191958	-0.140018	-0.0122016	-1.70543	-0.00385159	-0.0294421	-0.100084	0.205439	-0.105802	-1.6116	0.149069	0.0641924	0.135445	
0.0157821	-0.0101676	0.0954554	-0.131902	1.0498	-0.0745915	1.1303	-0.109958	-1.60921	0.0972872	-0.0372667	0.0838558	0.260812	0.0584645	-1.55974	-0.00458548	-0.00452901	0.192511	-0.137718	-0.0103352	-1.70447	-0.00400015	-0.0295574	-0.10011	0.207275	-0.106039	-1.61183	0.14962	0.0648105	0.1371	
0.0156863	-0.0101236	0.0956012	-0.132341	1.05031	-0.0746616	1.12923	-0.110122	-1.60972	0.0975409	-0.0377131	0.0826323	0.261553	0.0597303	-1.55938	-0.00561828	-0.00457676	0.19307	-0.135307	-0.00843737	-1.70338	-0.0041493	-0.0296713	-0.100137	0.209112	-0.106263	-1.61208	0.150188	0.0654103	0.138762	
0.0155859	-0.0100798	0.0957481	-0.132767	1.0508	-0.0747387	1.12814	-0.110243	-1.61028	0.0978248	-0.0381569	0.0813833	0.262297	0.0609769	-1.55898	-0.00668597	-0.00461631	0.193638	-0.132787	-0.00650811	-1.70214	-0.00429904	-0.0297836	-0.100166	0.210951	-0.106475	-1.61238	0.150772	0.0659908	0.140431	
0.0154809	-0.0100362	0.0958959	-0.133181	1.05128	-0.074823	1.12701	-0.110321	-1.6109	0.0981399	-0.0385975	0.0801084	0.263042	0.0622027	-1.55854	-0.00778943	-0.0046475	0.194213	-0.130156	-0.00454746	-1.70076	-0.00444936	-0.0298944	-0.100196	0.212789	-0.106673	-1.61271	0.151372	0.0665509	0.142105	
0.0153711	-0.00999284	0.0960446	-0.133581	1.05175	-0.0749148	1.12586	-0.110353	-1.61156	0.0984868	-0.0390343	0.0788077	0.263788	0.0634065	-1.55806	-0.00892959	-0.00467019	0.194796	-0.127415	-0.00255546	-1.69922	-0.00460025	-0.0300038	-0.100229	0.214628	-0.106857	-1.61307	0.15199	0.0670898	0.143786	
0.0152563	-0.00994975	0.0961942	-0.133968	1.0522	-0.0750144	1.12467	-0.110339	-1.61228	0.0988666	-0.0394666	0.0774808	0.264536	0.0645866	-1.55755	-0.0101076	-0.00468428	0.195387	-0.124563	-0.000532189	-1.69754	-0.00475169	-0.0301116	-0.100263	0.216466	-0.107024	-1.61348	0.152624	0.0676062	0.145472	
0.0151365	-0.00990689	0.0963447	-0.134341	1.05264	-0.0751218	1.12344	-0.110277	-1.61306	0.09928	-0.0398937	0.0761275	0.265285	0.0657416	-1.55699	-0.0113248	-0.00468976	0.195986	-0.121602	0.00152226	-1.69569	-0.00490368	-0.030218	-0.100299	0.218304	-0.107174	-1.61393	0.153276	0.0680991	0.147164	
0.0150114	-0.00986426	0.0964959	-0.134699	1.05307	-0.0752374	1.12219	-0.110165	-1.61389	0.099728	-0.0403147	0.0747477	0.266034	0.0668701	-1.5564	-0.0125824	-0.00468656	0.196592	-0.11853	0.00360778	-1.69368	-0.00505621	-0.0303228	-0.100338	0.22014	-0.107306	-1.61442	0.153946	0.0685674	0.148861	
0.0148808	-0.00982183	0.0966479	-0.135042	1.05347	-0.0753614	1.1209	-0.110003	-1.61479	0.100212	-0.0407289	0.0733412	0.266785	0.0679703	-1.55575	-0.0138818	-0.00467479	0.197206	-0.115349	0.00572419	-1.6915	-0.00520925	-0.030426	-0.100379	0.221976	-0.107417	-1.61496	0.154634	0.06901	0.150563	
0.0147447	-0.00977958	0.0968006	-0.13537	1.05386	-0.0754939	1.11958	-0.109789	-1.61574	0.100732	-0.0411354	0.0719077	0.267535	0.0690408	-1.55507	-0.0152245	-0.00465447	0.197828	-0.112059	0.00787133	-1.68914	-0.00536278	-0.0305277	-0.100422	0.22381	-0.107507	-1.61554	0.15534	0.0694256	0.15227	
0.014603	-0.00973701	0.0969539	-0.13568	1.05423	-0.0756269	1.11823	-0.109533	-1.61675	0.101289	-0.0415293	0.0704501	0.268302	0.0700866	-1.55429	-0.016837	-0.00474243	0.198474	-0.108661	0.010042	-1.68661	-0.00551788	-0.030622	-0.100473	0.225643	-0.107563	-1.61618	0.156066	0.0698152	0.153983	
0.0144555	-0.00969324	0.0971072	-0.135966	1.05458	-0.0757436	1.11685	-0.109252	-1.6178	0.101885	-0.0419043	0.0689739	0.269112	0.0711123	-1.55334	-0.0191632	-0.00516741	0.199176	-0.105159	0.0122247	-1.68388	-0.00567579	-0.0307017	-0.100536	0.227469	-0.107562	-1.61689	0.156816	0.0701822	0.155701	
0.014301	-0.00965175	0.0972606	-0.136234	1.05492	-0.0759002	1.11543	-0.108851	-1.61897	0.102529	-0.0422936	0.0674575	0.26985	0.0721015	-1.55253	-0.0206153	-0.00510165	0.199813	-0.101551	0.0144703	-1.68099	-0.0058293	-0.030817	-0.100569	0.22928	-0.107593	-1.61761	0.157571	0.0705147	0.157411	
0.0141405	-0.00961013	0.0974149	-0.136491	1.05524	-0.0760681	1.11397	-0.108403	-1.62019	0.103209	-0.0426673	0.0659155	0.270592	0.0730495	-1.55166	-0.0221172	-0.00503114	0.200459	-0.0978299	0.0167405	-1.6779	-0.00598458	-0.0309173	-0.100621	0.231097	-0.10759	-1.61839	0.158346	0.0708146	0.159131	
0.0139737	-0.00956841	0.09757	-0.136733	1.05553	-0.0762473	1.11248	-0.107901	-1.62147	0.103929	-0.0430255	0.0643466	0.271336	0.0739543	-1.55073	-0.0236707	-0.00495382	0.201113	-0.0940012	0.01904	-1.67461	-0.00613981	-0.0310124	-0.100678	0.232917	-0.107554	-1.61923	0.159142	0.0710798	0.160858	
0.0138004	-0.0095266	0.0977258	-0.13696	1.05579	-0.0764384	1.11096	-0.107341	-1.62282	0.104691	-0.0433685	0.0627492	0.272079	0.0748147	-1.54975	-0.0252463	-0.00485296	0.201771	-0.0900668	0.0213694	-1.67112	-0.00629526	-0.0311054	-0.100738	0.234738	-0.107485	-1.62013	0.159959	0.0713092	0.162594	
0.01362	-0.00948503	0.0978824	-0.137172	1.05603	-0.0766487	1.1094	-0.106711	-1.62424	0.105499	-0.0436989	0.0611198	0.272805	0.0756212	-1.54875	-0.026635	-0.00461973	0.202419	-0.0860279	0.0237343	-1.66742	-0.00644998	-0.0312019	-0.100797	0.236562	-0.107393	-1.62109	0.160794	0.0714998	0.164336	
0.0134323	-0.00944415	0.0980404	-0.137374	1.05624	-0.0768907	1.10781	-0.105997	-1.62574	0.106353	-0.0440191	0.0594532	0.273494	0.0763513	-1.54776	-0.0275162	-0.00408855	0.203032	-0.0818835	0.0261417	-1.66353	-0.00660264	-0.0313065	-0.100854	0.238393	-0.107289	-1.62209	0.161647	0.071647	0.16609	
0.0132379	-0.00940074	0.0981993	-0.137557	1.05642	-0.0771115	1.10619	-0.105281	-1.62728	0.107247	-0.0443001	0.0577681	0.274247	0.0770686	-1.54656	-0.0293186	-0.00399898	0.203717	-0.0776393	0.028541	-1.65938	-0.0067615	-0.0313747	-0.100942	0.240238	-0.10709	-1.62319	0.162534	0.0717621	0.167863	
0.0130355	-0.00935706	0.0983585	-0.137716	1.05656	-0.0773443	1.10453	-0.104489	-1.6289	0.108197	-0.0445648	0.0560502	0.274995	0.0777363	-1.54529	-0.0311831	-0.00389646	0.204407	-0.0733011	0.0309785	-1.65503	-0.00691777	-0.0314548	-0.101019	0.242078	-0.106856	-1.62436	0.163441	0.071835	0.169641	
0.012825	-0.00931314	0.0985208	-0.137819	1.05668	-0.0775483	1.10278	-0.103648	-1.63061	0.109216	-0.0448189	0.0542738	0.275728	0.0783762	-1.54392	-0.0332809	-0.00386887	0.20511	-0.0689513	0.0334166	-1.65051	-0.00704733	-0.0315384	-0.10109	0.243899	-0.106593	-1.62561	0.164389	0.0718801	0.171425	
0.0126067	-0.00926788	0.0986857	-0.137874	1.05679	-0.0777175	1.10097	-0.102779	-1.6324	0.110296	-0.0450546	0.0524486	0.276486	0.0789936	-1.54236	-0.0360488	-0.00414216	0.205861	-0.0645752	0.0358428	-1.64581	-0.00716748	-0.0316131	-0.101166	0.245711	-0.106275	-1.62695	0.165379	0.0719012	0.173223	
0.0123798	-0.00922414	0.0988533	-0.137892	1.05688	-0.0779038	1.09907	-0.101804	-1.6343	0.111441	-0.0452999	0.0505593	0.277171	0.0795739	-1.54089	-0.0380905	-0.00399383	0.206556	-0.0601609	0.0383003	-1.64098	-0.00727813	-0.0317224	-0.101213	0.247512	-0.105981	-1.62832	0.166391	0.0718898	0.175028	
0.0121453	-0.00918009	0.0990243	-0.137885	1.05695	-0.0780912	1.09711	-0.100779	-1.63627	0.112639	-0.0455319	0.0486179	0.277838	0.0801085	-1.53938	-0.0400273	-0.00375205	0.207245	-0.0556978	0.0407637	-1.63599	-0.00738465	-0.0318268	-0.101266	0.249327	-0.105662	-1.62975	0.167436	0.0718465	0.176856	
0.011903	-0.00913679	0.0991993	-0.137858	1.057	-0.0783022	1.09509	-0.0996747	-1.63833	0.113891	-0.0457595	0.046616	0.278445	0.0805614	-1.53792	-0.0412262	-0.00309122	0.207881	-0.0511835	0.0432531	-1.63087	-0.00748324	-0.0319473	-0.101307	0.251157	-0.105347	-1.63123	0.168508	0.0717656	0.178708	
0.0116541	-0.00909015	0.0993776	-0.137802	1.05702	-0.0784686	1.09301	-0.0985988	-1.6404	0.115185	-0.0459471	0.044577	0.27912	0.0810184	-1.53621	-0.043498	-0.00295085	0.208597	-0.0466238	0.0457028	-1.62558	-0.00758448	-0.0320258	-0.10138	0.253013	-0.104933	-1.63283	0.169627	0.0716632	0.180597	
0.0113974	-0.00904282	0.0995587	-0.13771	1.05702	-0.0786261	1.09087	-0.0974706	-1.64256	0.116539	-0.0461224	0.0424851	0.27978	0.0814379	-1.53442	-0.0458388	-0.00280164	0.209315	-0.0420268	0.0481662	-1.62016	-0.00767802	-0.032121	-0.101436	0.254871	-0.104492	-1.63448	0.170776	0.0715306	0.182505	
0.0111332	-0.00899449	0.099743	-0.137581	1.05699	-0.0787698	1.08866	-0.0963002	-1.64479	0.11795	-0.0462847	0.0403408	0.280424	0.0818261	-1.53255	-0.0482475	-0.00264763	0.210032	-0.0373931	0.0506292	-1.61462	-0.00776799	-0.0322204	-0.101489	0.256734	-0.104021	-1.6362	0.171956	0.0713719	0.184433	
0.0108616	-0.00894485	0.0999303	-0.137417	1.05695	-0.0788951	1.08639	-0.0950959	-1.64709	0.119416	-0.0464316	0.0381454	0.281057	0.0821858	-1.5306	-0.0508209	-0.00253997	0.210757	-0.0327244	0.0530877	-1.60896	-0.00785319	-0.0323197	-0.101543	0.258605	-0.103512	-1.63799	0.173167	0.0711885	0.186386	
