0.888578	-0.0321507	0.455069	-0.0480314	
0.888581	-0.0321291	0.455068	-0.0479999	
0.888584	-0.0321073	0.455067	-0.0479682	
0.888587	-0.0320853	0.455066	-0.0479363	
0.88859	-0.0320628	0.455065	-0.0479041	
0.888593	-0.0320399	0.455065	-0.0478717	
0.888596	-0.0320165	0.455065	-0.0478388	
0.888598	-0.0319928	0.455065	-0.0478056	
0.888601	-0.031968	0.455066	-0.0477721	
0.888602	-0.0319416	0.455069	-0.0477384	
0.888601	-0.0319118	0.455076	-0.0477045	
0.888606	-0.0318886	0.455072	-0.0476655	
0.888611	-0.0318656	0.455069	-0.047628	
0.888615	-0.0318427	0.455066	-0.0475911	
0.888619	-0.0318202	0.455062	-0.0475548	
0.888626	-0.0318013	0.455055	-0.0475168	
0.888636	-0.0317879	0.45504	-0.0474779	
0.888643	-0.031773	0.455031	-0.0474451	
0.888645	-0.0317448	0.455032	-0.047415	
0.888647	-0.0317198	0.455033	-0.0473799	
0.88865	-0.0316954	0.455033	-0.0473425	
0.888653	-0.0316708	0.455034	-0.047304	
0.888655	-0.0316451	0.455035	-0.0472649	
0.888656	-0.0316164	0.45504	-0.0472258	
0.888661	-0.0315925	0.455036	-0.0471823	
0.888661	-0.0315636	0.455041	-0.0471411	
0.888665	-0.0315423	0.45504	-0.0470958	
0.888672	-0.0315228	0.455033	-0.0470528	
0.888674	-0.0314924	0.455034	-0.0470154	
0.88867	-0.0314535	0.455049	-0.0469783	
0.888675	-0.0314305	0.455045	-0.0469317	
0.888679	-0.0314028	0.455044	-0.0468878	
0.888678	-0.0313674	0.455053	-0.0468446	
0.888682	-0.031348	0.455052	-0.0467933	
0.888686	-0.031322	0.45505	-0.0467479	
0.88869	-0.0312942	0.455049	-0.0467048	
0.888694	-0.031266	0.455047	-0.0466625	
0.888699	-0.0312392	0.455044	-0.0466188	
0.888708	-0.0312196	0.455034	-0.0465679	
0.888711	-0.0311747	0.455033	-0.0465267	
0.888714	-0.0311414	0.455036	-0.0464838	
0.888716	-0.0311099	0.455038	-0.0464415	
0.888719	-0.0310798	0.455039	-0.0463997	
0.888722	-0.031051	0.455038	-0.0463585	
0.888727	-0.0310241	0.455034	-0.0463186	
0.888729	-0.0309884	0.455038	-0.0462821	
0.888729	-0.0309537	0.455043	-0.046243	
0.888725	-0.0309117	0.455058	-0.0462029	
0.888725	-0.0308858	0.455064	-0.0461537	
0.888727	-0.0308542	0.455067	-0.0461091	
0.888729	-0.0308209	0.455071	-0.0460662	
0.88873	-0.0307862	0.455075	-0.0460247	
0.88873	-0.0307503	0.455081	-0.0459848	
0.888729	-0.030713	0.455089	-0.0459472	
0.888725	-0.0306721	0.455103	-0.0459148	
0.888727	-0.0306476	0.455104	-0.0458752	
0.888729	-0.0306159	0.455106	-0.0458355	
0.888732	-0.0305836	0.455107	-0.0457949	
0.888737	-0.0305536	0.455104	-0.0457545	
0.888749	-0.0305386	0.455085	-0.045714	
0.888746	-0.0304959	0.455096	-0.0456866	
0.888744	-0.0304561	0.455107	-0.0456523	
0.888743	-0.0304166	0.455116	-0.0456144	
0.888742	-0.0303785	0.455124	-0.0455735	
0.888742	-0.030341	0.45513	-0.0455298	
0.888745	-0.0303063	0.455132	-0.0454807	
0.888742	-0.0302502	0.455146	-0.0454393	
0.888741	-0.0302078	0.455154	-0.0453929	
0.888742	-0.0301698	0.45516	-0.0453468	
0.888741	-0.030131	0.455169	-0.0453033	
0.888737	-0.0300867	0.455185	-0.045262	
0.888737	-0.0300464	0.455192	-0.0452169	
0.888736	-0.0300068	0.455201	-0.0451723	
0.888734	-0.0299658	0.455211	-0.045129	
0.888731	-0.0299235	0.455224	-0.0450878	
0.888726	-0.0298792	0.45524	-0.0450503	
0.888727	-0.0298483	0.455246	-0.0450073	
0.888732	-0.0298186	0.455241	-0.0449615	
0.888728	-0.0297816	0.455255	-0.0449243	
0.888726	-0.0297415	0.455266	-0.0448826	
0.888726	-0.0297024	0.455274	-0.0448343	
0.88872	-0.0296434	0.455292	-0.0447904	
0.888718	-0.029606	0.455304	-0.0447387	
0.888717	-0.0295627	0.455314	-0.0446928	
0.888716	-0.0295215	0.455322	-0.0446481	
0.888718	-0.0294856	0.455325	-0.0446044	
0.888716	-0.0294359	0.455337	-0.0445674	
0.888711	-0.0293903	0.455353	-0.0445292	
0.888708	-0.0293533	0.455365	-0.0444867	
0.888708	-0.0293164	0.455372	-0.0444407	
0.888706	-0.029267	0.455384	-0.0443977	
0.888702	-0.0292205	0.455399	-0.0443523	
0.888708	-0.0292025	0.455393	-0.0443026	
0.888701	-0.0291477	0.455414	-0.0442691	
0.888697	-0.0291132	0.455427	-0.0442256	
0.888695	-0.0290723	0.455438	-0.0441824	
0.888693	-0.0290308	0.455449	-0.0441377	
0.888691	-0.0289904	0.455459	-0.0440908	
0.888692	-0.0289524	0.455465	-0.0440389	
0.888688	-0.028896	0.455481	-0.0439926	
0.888689	-0.0288535	0.455487	-0.0439399	
0.888689	-0.0288138	0.455495	-0.0438886	
0.888689	-0.0287754	0.455502	-0.043838	
0.888689	-0.028737	0.455509	-0.0437879	
0.888689	-0.0286973	0.455517	-0.0437394	
0.888687	-0.0286555	0.455527	-0.0436942	
0.88869	-0.0286258	0.455529	-0.0436445	
0.888696	-0.028597	0.455523	-0.0435929	
0.888697	-0.0285634	0.455528	-0.0435469	
0.888701	-0.0285307	0.455528	-0.0434957	
0.888704	-0.028489	0.455529	-0.0434458	
0.888703	-0.028443	0.455537	-0.0434003	
0.888707	-0.0284109	0.455537	-0.0433499	
0.888711	-0.0283748	0.455536	-0.0432992	
0.888715	-0.0283386	0.455534	-0.0432472	
0.888721	-0.0283027	0.455531	-0.0431941	
0.888726	-0.0282675	0.455527	-0.0431401	
0.888733	-0.0282327	0.455522	-0.0430854	
